date,open,high,low,close,volume,sma_50,sma_200,rsi_14,macd,macd_signal,volatility_20d,bb_upper,bb_lower,return_1d,fiscal_year,year,month,revenue_total,revenue_iphone,revenue_services,revenue_mac
16-10-2017,36.84643026392048,37.33647289493997,36.78809202502214,37.30847168,96486000,36.88028411865234,33.76463189125061,76.874261,0.002884266,-0.138775741,0.5129114408417994,37.18410153768946,35.13245577432227,0.018408465,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
17-10-2017,37.28514141116722,37.53949532220988,37.15679655124711,37.44615555,75989200,36.89093086242676,33.81838854789734,75.91391221,0.07984341,-0.09505191,0.5558877465609419,37.29035558650567,35.066804600261904,0.003690418,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
18-10-2017,37.43448179679161,37.50215614986297,37.24313421920023,37.28046798706055,65496800,36.89235954284668,33.870936479568485,77.45780134769694,0.1260118987509173,-0.050839149,0.6065562460629672,37.43474544958443,35.00852046533256,-0.004424688,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
19-10-2017,36.57808215710645,36.655089073140346,36.17438247064158,36.398399353027344,170336800,36.87159118652344,33.919223890304565,56.30961147734431,0.090383309,-0.022594657,0.5991413754196332,37.45013421415714,35.05356871,-0.023660342,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
20-10-2017,36.54540628427304,36.81142850952149,36.39372828838043,36.46139907836914,95896400,36.87593154907226,33.96714635848999,58.29923000618308,0.066464781,-0.004782769,0.5693922314729625,37.44150663091468,35.163937705022825,0.001730838,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
23-10-2017,36.61075585646932,36.79743898813021,36.28639529497379,36.44274139404297,87937200,36.869817962646486,34.013477382659914,55.98875724974338,0.045479399,0.005269664,0.4984877177009058,37.36526996,35.37131908974467,-0.000511711,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
24-10-2017,36.4707368,36.73442681112196,36.44973588193455,36.65975570678711,71028800,36.85698356628418,34.05964884757996,62.891963546560575,0.045831259,0.013381983,0.4792185025501532,37.37293552499777,35.45606151479716,0.005954939,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
25-10-2017,36.61540998833578,36.764755724728246,36.232711316287386,36.49873352050781,84828400,36.83276131,34.104876918792726,53.97815156696901,0.032739565,0.017253499,0.4688924303701054,37.37771844686081,35.502148725380394,-0.004392342,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
26-10-2017,36.690103663990776,36.83011693585503,36.58509549043529,36.73210906982422,68002000,36.81624023,34.15053432,57.68411528,0.040726292,0.021948058,0.4451631968695755,37.378448189393445,35.59779540191514,0.006394073,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
27-10-2017,37.17078934086736,38.17654353286858,37.03311195677568,38.04819869995117,177816800,36.84046219,34.20334834098816,69.14498883552629,0.1515067884019743,0.047859804,0.5480882677020116,37.68849087,35.496137803280064,0.035829405,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
30-10-2017,38.24422780971171,39.21964532323576,38.20455822203345,38.90461730957031,178803200,36.883492660522464,34.260686531066895,74.10883919621418,0.3048923455482466,0.099266312,0.7294615344421433,38.20186702335207,35.28402088558349,0.022508782,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
31-10-2017,39.17996164736133,39.58832934,38.95594479352543,39.44598388671875,144187200,36.93870391845703,34.31962519645691,75.90213830900217,0.4647775962410918,0.1723685690639957,0.9278433394888924,38.76851130971509,35.05713795175952,0.013915227,2018,2017,10,265595000000.0,164888000000.0,39748000000.0,25198000000.0
01-11-2017,39.63967736656179,39.65601378750189,38.64559475816584,38.94428634643555,134551200,36.971886749267576,34.37606691360474,71.17865113528705,0.5447257513055916,0.2468400055123149,0.9944316912827258,39.05815183,35.08042506195359,-0.012718596,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
02-11-2017,38.87661919764533,39.31998856430416,38.56859146534219,39.228981018066406,165573600,37.00983032226563,34.434174146652225,71.43417120515655,0.62386618,0.3222452403935792,1.0847979474931877,39.387297616177776,35.04810582620503,0.007310307,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
03-11-2017,40.60341305940048,40.66408354419493,39.93135542796412,40.25338363647461,237594400,37.07157539367676,34.497149810791015,72.99570166,0.760479931,0.4098921784207234,1.2526264064662844,39.923637746404246,34.91313212053911,0.026113414,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
06-11-2017,40.223049889605925,40.83443709,40.07137188492503,40.66175461,140105200,37.13873443603516,34.56207511901855,74.09097612251173,0.8914236595972369,0.5061984746560262,1.4198026083987036,40.47279155712944,34.79358112353462,0.01014501,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
07-11-2017,40.58241084027672,40.89510292677911,40.51007199824681,40.79242706298828,97446000,37.20099274,34.62778057098389,76.45005128322995,0.9942802396275638,0.6038148276503338,1.5515184758448577,40.95685851541042,34.750784612030984,0.003213645,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
08-11-2017,40.75743858759867,41.12613677978516,40.68043167,41.12613677978516,97638000,37.26320487976074,34.69295341491699,88.81244104608207,1.090155768,0.7010830158122431,1.6802360374568883,41.444030157494346,34.72308600766679,0.008180678,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
09-11-2017,40.862439101633605,41.09345983,40.40273346157568,41.04212188720703,117930400,37.32168304443359,34.75763706207275,87.47621083643604,1.146146453254353,0.7900957033006651,1.7545980045510494,41.82470694965386,34.80631493144966,-0.002042859,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
10-11-2017,41.009340776648685,41.07257358563679,40.81262045,40.90629577636719,100582000,37.37441116333008,34.82163003921509,85.83068453,1.1661171694992165,0.8652999965403754,1.798626488150162,42.12637399375638,34.93186804115573,-0.003309432,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
13-11-2017,40.632273481054526,40.86646525904332,40.60885287386248,40.74234390258789,67928400,37.42362678527832,34.885172080993655,83.05411081598616,1.1553958755491325,0.9233191723421268,1.839406146,42.37962692106003,35.02200233614212,-0.004007986,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
14-11-2017,40.52455979224116,40.62760478725578,40.08896277,40.12643432617188,99130000,37.469718551635744,34.94595722198486,77.35615995434216,1.0846967089448043,0.9555946796626624,1.8408223540230209,42.51647327555093,35.15318385945884,-0.015117186,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
15-11-2017,39.80559095298327,39.88755953383596,39.43322675113431,39.59716033935547,116632400,37.50601829528809,34.99556803703308,70.68211183038738,0.9747231212444304,0.959420368,1.810505477337622,42.57167413979487,35.32965223044439,-0.013190157,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
16-11-2017,40.08895696426733,40.25054990364294,39.88287057756387,40.07022476196289,94550000,37.55481262207032,35.047797737121584,66.61928112772148,0.9151908555191568,0.9505744654870444,1.7220844766548058,42.57842340887602,35.69008550225679,0.011946928,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
17-11-2017,40.05617460279103,40.13814318408658,39.72830742,39.84774398803711,87598000,37.61143188476562,35.098281173706056,58.653433547748506,0.8403714875235764,0.9285338698943508,1.6081612383671595,42.51989417778413,36.087249224315485,-0.005552272,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
20-11-2017,39.88054035998335,39.94377317876181,39.709581259492815,39.80794143676758,65049600,37.65386062622071,35.14717116355896,53.65770919506112,0.7690003092203668,0.8966271577595539,1.462537071443558,42.39690584607315,36.546757560298914,-0.000998866,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
21-11-2017,39.99528076658117,40.67912048692099,39.99528076658117,40.54797363,100525200,37.71407684326172,35.19833229064941,65.46108112123795,0.7633530904710568,0.8699723443018545,1.3205994877278016,42.30744157494291,37.02504362,0.018590064,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
22-11-2017,40.599507991194685,40.98358256486315,40.52690907383735,40.97421646118164,102355600,37.78846519470215,35.25103687286377,66.37871346854843,0.7842317277257393,0.8528242209866316,1.1194891130990186,42.12899497271904,37.65103852032296,0.010512062,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
24-11-2017,41.00698950692208,41.100664806432185,40.90160033,40.97654342651367,56106800,37.86929382324219,35.302653570175174,58.397743260435824,0.7918381475645759,0.8406270063022204,0.8620434655661648,41.82632539548779,38.37815153322314,5.679096595390121e-05,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
27-11-2017,40.99529164075268,41.00231711167358,40.59482193083841,40.77046585083008,82867200,37.93853370666504,35.35358706474304,51.32465291657913,0.7723345599471472,0.8269685170312058,0.7246113789010417,41.68757458,38.78912906409733,-0.00502916,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
28-11-2017,40.819644513635296,40.953132024129054,40.24821576706764,40.53158950805664,105715200,38.00864318847656,35.40197201728821,46.903336192521486,0.7291967752399202,0.8074141686729487,0.6549793095445444,41.62965905091282,39.009741812734646,-0.005859054,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
29-11-2017,40.428536637126456,40.49645069529323,39.14750704492756,39.69083023071289,166665600,38.06165725708008,35.444150848388674,34.79109722764545,0.620020315,0.7699353978717722,0.6399037618737843,41.61175027277101,39.05213522527587,-0.020743309,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
30-11-2017,39.913324478646445,40.31379420677162,39.44728487677281,40.245880126953125,166108800,38.138186645507815,35.48853772163391,42.32859614742856,0.5716949277112917,0.7302873038396762,0.5514177339771194,41.49985790600356,39.29418697009508,0.013984336,2018,2017,11,265595000000.0,164888000000.0,39748000000.0,25198000000.0
01-12-2017,39.80090877668901,40.20371909095955,39.461331269776544,40.05852127075195,159037200,38.22347648620605,35.532173042297366,41.91241172356219,0.5123721097702187,0.6867042650257847,0.4862869122490508,41.41107327518169,39.465925626185495,-0.004655355,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
04-12-2017,40.393410042348286,40.426196759021686,39.72596540146465,39.76577758789063,130169600,38.30991233825684,35.573916339874266,40.90720196517329,0.4367023476819156,0.636703882,0.5078034802511344,41.42972610875666,39.398512187752125,-0.0073079,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
05-12-2017,39.59247031138055,40.16858378701708,39.43790284554103,39.728302001953125,109400800,38.401852493286135,35.61433805465698,45.84548754856379,0.3694507511825975,0.5832532554821283,0.5264018009741502,41.42025011989264,39.31464291599604,-0.000942408,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
06-12-2017,39.22713257,39.85944981268893,38.983574632195534,39.58076095581055,114240000,38.47875419616699,35.65354749679565,49.81405886276169,0.3007808328520127,0.5267587709561051,0.5443362562524283,41.39553572509031,39.21819070008059,-0.003713752,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
07-12-2017,39.58544845064818,39.91565981954569,39.55734657192807,39.65336608886719,102693200,38.55202087402344,35.69379130363464,44.80144771857782,0.2493437754539158,0.4712757718556672,0.5270141251947806,41.28725292842911,39.179196427649984,0.001834354,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
08-12-2017,39.92737454264423,40.046811113897945,39.53627453543775,39.665077209472656,93420800,38.629955520629885,35.73394322395325,47.59560586112809,0.2071367825498171,0.4184479739944973,0.5052773143614225,41.17492707287568,39.15381781542999,0.000295337,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
11-12-2017,39.625262129811176,40.48943066785845,39.52924260925388,40.43790817260742,141095200,38.71942672729492,35.77764676094055,56.950771924507976,0.2333584258231624,0.3814300643602303,0.4792648065003644,41.09948267696557,39.18242345096412,0.019483914,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
12-12-2017,40.31612857615792,40.372335910833776,40.15453919,40.21074295043945,77636800,38.80580108642578,35.82014505386353,45.80429902372579,0.2331216508265114,0.3517683816534866,0.458445316,41.03126364854345,39.19748238417139,-0.00561763,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
13-12-2017,40.39809759610526,40.64165556869939,40.28100166104409,40.344234466552734,95273600,38.89171836853027,35.860070037841794,41.546165249725625,0.2409283822333137,0.329600382,0.4613246952862946,41.04791241394905,39.20261363280388,0.003319797,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
14-12-2017,40.374676166447735,40.54563880110214,40.199032267393896,40.33252334594727,81906000,38.982068634033205,35.90089708328247,41.37949698328861,0.2433649242019271,0.31235329,0.4460714760998318,41.05417412590572,39.26988822150639,-0.00029028,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
15-12-2017,40.66271955570761,40.789181543489065,40.38871560427868,40.74234390258789,160677200,39.071701202392575,35.942824096679686,49.64304459908853,0.2751927445167368,0.304921181,0.4637582578702021,41.12315364647771,39.268120614996896,0.010161044,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
18-12-2017,40.95547010132362,41.49879331162822,40.95078526395058,41.31612396240234,117684400,39.17322929382324,35.98812938690185,59.17789390538327,0.3427646000247506,0.3124898648914341,0.5187544204937665,41.30656497,39.23154728846803,0.014083138,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
19-12-2017,40.990605989396826,41.07491521226022,40.77046504228216,40.87585067749024,109745600,39.26343178,36.03102489471436,65.29627842391893,0.356677848,0.3213274614263965,0.5237299516698343,41.36991149483137,39.27499168815203,-0.01065621,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
20-12-2017,40.95314090644149,41.081947180282334,40.573751130296834,40.83136367797852,93902400,39.35246459960938,36.074299850463866,58.70479327668563,0.3599650147950726,0.3290549721001317,0.5338876290209984,41.40439635,39.26884584,-0.001088344,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
21-12-2017,40.78919583290488,41.22245220335722,40.77280426091444,40.98591613769531,83799600,39.44155479431152,36.11871789932251,63.924058607840415,0.3707672364498151,0.3373974249700684,0.5346289104264521,41.40646389842859,39.26794825672278,0.003785141,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
22-12-2017,40.908632395066746,41.08193565794452,40.86647957553345,40.98591613769531,65397600,39.53321182250976,36.16260354995728,70.08494840803368,0.3750052478721954,0.3449189895504938,0.5352226034375717,41.40811992000991,39.267229506259625,0.0,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
26-12-2017,39.99996908,40.156877194680966,39.73767178,39.94610595703125,132742000,39.599452056884765,36.20122068405151,52.69574052600368,0.2911042424336543,0.3341560401271259,0.5318706277966307,41.36019797403809,39.23271546285156,-0.025369939,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
27-12-2017,39.83603289621748,39.99528163007775,39.74469822,39.95312881469727,85992800,39.65234519958496,36.24011600494385,54.77485110079751,0.2226126371610419,0.3118473595339092,0.5341346524296012,41.33580298863605,39.19926437891765,0.000175808,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
28-12-2017,40.04680835066388,40.24587286250239,39.92502758,40.06554412841797,65920800,39.704732971191405,36.27787197113037,55.23191853,0.1753818302823191,0.2845542536835911,0.5192043048863229,41.32467798843476,39.24786076888947,0.00281368,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
29-12-2017,39.93440324924324,39.950794823809765,39.62995306865802,39.63229370117188,103999600,39.75176948547363,36.31319553375244,49.62409501114506,0.101817696,0.2480069421226145,0.539449894,41.33448984531857,39.176690269427525,-0.010813542,2018,2017,12,265595000000.0,164888000000.0,39748000000.0,25198000000.0
02-01-2018,39.850091435107856,40.35126191884801,39.63931659755379,40.34189224243164,102223600,39.83063934326172,36.35287729263305,48.88285463706313,0.099627814,0.2183311164697114,0.537720069,41.345198743921934,39.194318467992126,0.017904554,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
03-01-2018,40.40513148984365,40.87820016669004,40.27164395425679,40.33487319946289,118071600,39.90810882568359,36.39082258224487,51.52223663060828,0.096216811,0.1939082553694818,0.5245431160896659,41.34729961871498,39.24912715435631,-0.000173989,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
04-01-2018,40.40745008862052,40.625250312687136,40.299723865799606,40.52220535,89738400,39.9896981,36.43157941818237,52.154051578301946,0.1073917604115095,0.1766049563778874,0.5089526614450466,41.35581387696724,39.32000323118705,0.004644422,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
05-01-2018,40.61823519787352,41.070223754905165,40.526900518948345,40.98357391357422,94640000,40.07617446899414,36.47281444549561,57.10640558755708,0.1517275545918792,0.1716294760206858,0.4956038571606764,41.39925691628669,39.41684148764398,0.011385574,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
08-01-2018,40.83136367797852,41.12644422,40.73299992451082,40.83136367797852,82271200,40.16282707214356,36.51386711120605,51.02957786248765,0.1725923596760878,0.1718220527517662,0.4705598630650208,41.40806880755094,39.52582935529086,-0.003713933,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
09-01-2018,40.87818646172054,40.99762301388554,40.61120790656991,40.82666397094727,86336000,40.24471817016602,36.55522035598755,43.480889625942105,0.1865976592845726,0.1747771740583275,0.4368570296255168,41.39874247874567,39.65131436,-0.0001151,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
10-01-2018,40.55266829963054,40.81964690977428,40.51519673980712,40.81730270385742,95839600,40.30010025024414,36.59624900817871,49.11908331400996,0.1946972355714109,0.1787611863609441,0.4410916202533267,41.42618138656378,39.66181490555047,-0.000229293,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
11-01-2018,40.88756700493174,41.09834187985685,40.86414995670794,41.04916000366211,74670800,40.34299110412598,36.63505735397339,53.10207159746853,0.2173200245489823,0.1864729539985518,0.4475463428466334,41.48101168441153,39.69082631,0.005680368,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
12-01-2018,41.25990328327643,41.53625142,41.13578193418382,41.47301864624024,101672400,40.38353179931641,36.67561458587647,56.44348859013396,0.2663799358390761,0.2024543503666567,0.4850655699703529,41.61248934764334,39.67222706776193,0.010325635,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
16-01-2018,41.66273418158303,42.011681370568965,41.250557757664666,41.26226806640625,118263600,40.429891433715824,36.715337905883786,53.46257527960998,0.2849695074233125,0.2189573817779879,0.4981836939449798,41.68521283161554,39.69247805583562,-0.005081631,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
17-01-2018,41.25289113233468,41.97888726477312,40.99996709013325,41.94375991821289,137547200,40.48418701171875,36.75878126144409,77.49895239,0.3506504931969729,0.2452960040617849,0.5719464042054762,41.89280905291779,39.60502343609589,0.016516103,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
18-01-2018,42.00698912004785,42.17795174,41.74469540324496,41.98122787475586,124773600,40.51874389648437,36.80236568450928,77.68598656459928,0.4011028347872098,0.2764573702068699,0.6236598387314141,42.02949111758734,39.53485176266169,0.00089329,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
19-01-2018,41.82900781187855,42.056174199536976,41.54797829756957,41.79388046264648,129700400,40.541386413574216,36.84377485275269,73.12085307815018,0.4211149574627271,0.3053888876580413,0.6634328866585065,42.15493870269933,39.50120715606531,-0.004462647,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
22-01-2018,41.52221979392465,41.63463089237908,41.358286197536025,41.451961517333984,108434400,40.554577102661135,36.88434251785279,74.95237228396476,0.4047193547196031,0.3252549810703537,0.6779492980630776,42.21500141747625,39.503204225223946,-0.008181077,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
23-01-2018,41.52222259192624,42.02339309093424,41.40981148589692,41.46133041381836,130756400,40.56128098,36.92537372589111,68.99895117119218,0.3880089869940306,0.3378057822550891,0.6908417932749186,42.26455712170609,39.50118994860641,0.000226018,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
24-01-2018,41.510504321279925,41.52221462816889,40.56202663901651,40.80090332,204420400,40.55645660400391,36.96347314834595,56.47361052675087,0.3178114209237392,0.3338069099888192,0.6906280564371323,42.25487900716137,39.49236678141285,-0.015928748,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
25-01-2018,40.86882172505862,40.97186672,39.93673908810159,40.07257080078125,166116000,40.53978210449219,36.998127670288085,44.57023559121685,0.2010909454254559,0.3072637170761465,0.6822166754972123,42.24437948746903,39.51551278548018,-0.017850892,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
26-01-2018,40.28101510674436,40.28101510674436,39.82668215529432,40.16625977,156572000,40.52826042175293,37.035033073425296,39.16828107,0.1148254083083415,0.2687760553225855,0.6685041787091662,42.22761104143933,39.55359432660266,0.002337982,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
29-01-2018,39.85009466611676,39.85009466611676,39.12644255085581,39.33487319946289,202561600,40.51242919921875,37.06758476257324,33.19289424482501,-0.020391538,0.2109425366359879,0.7328365047327483,42.31974214703874,39.38839612810774,-0.02069863,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
30-01-2018,38.76577904303612,39.19669121606022,38.571399366691885,39.1030159,184192800,40.502546310424805,37.09984521865845,31.581474675567137,-0.144594098,0.1398352097167713,0.7868452327648111,42.40129571302718,39.253914781967936,-0.005894446,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
31-01-2018,39.07958847154962,39.44727134997662,38.99293864030814,39.21073532104492,129915600,40.48535652160645,37.13174152374268,33.18601453545472,-0.231662998,0.065535568,0.8607756117811207,42.492598624990464,39.049496177865976,0.00275476,2018,2018,1,265595000000.0,164888000000.0,39748000000.0,25198000000.0
01-02-2018,39.14984457369662,39.48942198458255,39.05382507365448,39.292701721191406,188923200,40.47425567626953,37.16477685928345,31.02185900009316,-0.290700708,-0.005711687,0.9181993353473676,42.55533749820938,38.88254015681992,0.002090407,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
02-02-2018,38.87585054676852,39.06320475807632,37.49411993865664,37.58779525756836,346375200,40.42985275268555,37.18988946914673,17.12247048250643,-0.469646429,-0.098498635,1.1551606913600558,42.88253970547402,38.26189694003379,-0.043389902,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
05-02-2018,37.25991859617889,38.37935517,36.53392255197071,36.64867782592773,290954000,40.35186683654785,37.20826948165894,15.243391811588252,-0.679409324,-0.214680773,1.4443887550394914,43.24425102845056,37.46669601,-0.024984637,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
06-02-2018,36.25992898,38.34189463418348,36.06554928926782,38.180301666259766,272975200,40.29598854064941,37.23450433731079,24.86714770322197,-0.713830096,-0.314510638,1.518177808231332,43.25927603424831,37.18656480132298,0.041792063,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
07-02-2018,38.19434637791094,38.26694527664845,37.25289775278819,37.36296463012695,206434400,40.22371696472168,37.25506685256958,22.06807669448824,-0.797863797,-0.41118127,1.638474795654621,43.32668504205387,36.77278585943539,-0.021407296,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
08-02-2018,37.53861553,37.70489334,36.30676750219174,36.334869384765625,217562000,40.13500503540039,37.26945878982544,20.030943971223948,-0.936622998,-0.516269615,1.8240188918836264,43.47365156855729,36.17757600102279,-0.027516426,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
09-02-2018,36.93450222253522,37.12732069424101,35.32844946869345,36.77930450439453,282690400,40.05995933532715,37.28705671310425,24.63342051801368,-0.999210191,-0.61285773,1.9205975635873416,43.45331613700135,35.77092588265197,0.012231642,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
12-02-2018,37.27074272909962,38.53818298500872,37.03794626199481,38.26071166992188,243278000,40.031356964111325,37.31193439483643,35.01905687995682,-0.9186838,-0.674022944,1.890873181880764,43.23325202477227,35.669759297249215,0.040278281,2018,2018,2,265595000000.0,164888000000.0,39748000000.0,25198000000.0
